index,type,start,duration
416,"x",3797604,3581
417,"e",3802687,460
417,"j",3803870,1813
417,"x",3806648,2916
418,"e",3811139,276
418,"j",3812175,1863
418,"x",3814979,3794
419,"e",3820077,679
419,"j",3821301,1591
419,"x",3823887,3382
420,"e",3828814,539
420,"j",3830084,821
420,"x",3831933,3873
421,"e",3837338,525
421,"j",3838665,486
421,"x",3840123,2730
422,"e",3844440,915
422,"j",3846044,707
422,"x",3847708,4341
423,"e",3853560,562
423,"j",3854832,985
423,"x",3856787,4899
424,"e",3863250,367
424,"j",3864360,1791
424,"x",3867104,3588
425,"e",3872264,486
425,"j",3873454,904
425,"x",3875340,3957
426,"e",3880857,439
426,"j",3881993,720
426,"x",3883722,4845
427,"e",3890104,615
427,"j",3891458,1192
427,"x",3893630,2969
428,"e",3898228,379
428,"j",3899396,461
428,"x",3900848,4454
429,"e",3906879,325
429,"j",3907925,2094
429,"x",3911007,3417
430,"e",3915981,470
430,"j",3917190,679
430,"x",3918819,3240
431,"e",3923693,449
431,"j",3924954,563
431,"x",3926500,3452
432,"e",3931492,618
432,"j",3932818,573
432,"x",3934346,2608
433,"e",3938519,801
433,"j",3940022,524
433,"x",3941496,4168
434,"e",3947304,359
434,"j",3948418,878
434,"x",3950255,4344
435,"e",3956172,596
435,"j",3957500,829
435,"x",3959280,4344
436,"e",3965163,672
436,"j",3966500,813
436,"x",3968220,5057
437,"e",3974813,493
437,"j",3976038,478
437,"x",3977524,4191
438,"e",3983224,497
438,"j",3984525,732
438,"x",3986236,1954
439,"e",3989715,593
439,"j",3991011,802
439,"x",3992758,3371
440,"e",3997746,548
440,"j",3998991,1164
440,"x",4001152,3634
441,"e",4009579,348
441,"j",4010703,1635
441,"x",4013305,5562
442,"e",4020374,712
442,"j",4021854,322
442,"x",4023130,3734
443,"e",4028379,580
443,"j",4029698,691
443,"x",4031390,3497
444,"e",4036421,627
444,"j",4037774,518
444,"x",4039249,3009
445,"e",4043823,803
445,"j",4045358,2468
445,"x",4048778,4354
446,"e",4054842,588
446,"j",4056162,563
446,"x",4057733,3259
447,"e",4062601,690
447,"j",4063953,507
447,"x",4065457,4099
448,"e",4071149,347
448,"j",4072207,1486
448,"x",4074711,3604
449,"e",4079854,554
449,"j",4081171,295
449,"x",4082458,3792
450,"e",4087861,568
450,"j",4089144,1558
450,"x",4091733,4331
451,"e",4097654,427
451,"j",4098809,544
451,"x",4100388,4235
452,"e",4106144,465
452,"j",4107342,468
452,"x",4108753,3409
453,"e",4113714,534
453,"j",4114948,1763
453,"x",4117729,3848
454,"e",4123126,492
454,"j",4124299,741
454,"x",4126022,2899
455,"e",4130550,274
455,"j",4131606,718
455,"x",4133367,4540
456,"e",4139424,651
456,"j",4140759,855
456,"x",4142587,3870
457,"e",4147983,440
457,"j",4149137,3141
457,"x",4153230,3150
458,"e",4157901,704
458,"j",4159276,1459
458,"x",4161695,2868
459,"e",4166117,545
459,"j",4167350,1698
459,"x",4170012,4506
460,"e",4176046,391
460,"j",4177242,800
460,"x",4179022,3693
461,"e",4184379,665
461,"j",4185729,405
461,"x",4187093,4725
462,"e",4193404,552
462,"j",4194638,514
462,"x",4196250,3917
463,"e",4201703,427
463,"j",4202982,512
463,"x",4204486,4624
464,"e",4210697,576
464,"j",4212025,562
464,"x",4213566,5002
465,"e",4220101,197
465,"j",4221084,1626
465,"x",4223667,4223
466,"e",4229100,402
466,"j",4230192,660
466,"x",4231792,3350
467,"e",4236752,331
467,"j",4237846,326
467,"x",4239197,3526
468,"e",4244331,375
468,"j",4245439,769
468,"x",4247187,3747
469,"e",4252554,673
469,"j",4253915,645
469,"x",4255527,3739
470,"e",4260794,424
470,"j",4262001,1047
470,"x",4263999,5362
471,"e",4270966,517
471,"j",4272165,315
471,"x",4273479,4363
472,"e",4279376,585
472,"j",4280768,650
472,"x",4282432,3747
473,"e",4287750,401
473,"j",4288899,482
473,"x",4290384,4219
474,"e",4296097,384
474,"j",4297206,1543
474,"x",4299709,3750
475,"e",4304988,384
475,"j",4306127,1679
475,"x",4308818,5061
476,"e",4315374,420
476,"j",4316478,451
476,"x",4317911,3669
477,"e",4323160,370
477,"j",4324265,429
477,"x",4325687,2864
478,"e",4330130,704
478,"j",4331482,623
478,"x",4333087,4301
479,"e",4342382,576
479,"j",4343626,610
479,"x",4345198,4065
480,"e",4350849,566
480,"j",4352107,1512
480,"x",4354636,4518
481,"e",4360647,474
481,"j",4361870,428
481,"x",4363276,3820
482,"e",4368704,683
482,"j",4370165,1231
482,"x",4372352,4283
483,"e",4378233,566
483,"j",4379535,711
483,"x",4381216,4749
484,"e",4387528,360
484,"j",4388589,720
484,"x",4390266,4010
485,"e",4395773,625
485,"j",4397167,2104
485,"x",4400272,3846
486,"e",4405618,419
486,"j",4406740,2485
486,"x",4410214,3201
487,"e",4414980,765
487,"j",4416426,755
487,"x",4418152,4173
488,"e",4423882,551
488,"j",4425193,739
488,"x",4426925,4029
489,"e",4432550,348
489,"j",4433744,642
489,"x",4435401,4123
490,"e",4441074,449
490,"j",4442246,649
490,"x",4443864,4572
491,"e",4449949,393
491,"j",4451024,611
491,"x",4452609,3959
492,"e",4458107,624
492,"j",4459502,586
492,"x",4461078,2626
493,"e",4465265,689
493,"j",4466658,946
493,"x",4468531,5033
494,"e",4475127,537
494,"j",4476492,757
494,"x",4478204,3357
495,"e",4483186,484
495,"j",4484417,2729
495,"x",4488125,3365
496,"e",4493087,551
496,"j",4494418,583
496,"x",4495965,5013
497,"e",4502465,824
497,"j",4503969,2206
497,"x",4507110,5199
498,"e",4513814,484
498,"j",4515121,589
498,"x",4516774,2785
499,"e",4521118,416
499,"j",4522256,755
499,"x",4523984,3903
500,"e",4532692,524
500,"j",4533953,1840
500,"x",4536796,3355
501,"e",4550348,1031
501,"j",4551871,852
501,"x",4553649,4285
502,"e",4559497,632
502,"j",4560893,806
502,"x",4562696,3918
503,"e",4568114,810
503,"j",4569637,922
503,"x",4571501,4006
504,"e",4576966,710
504,"j",4578374,433
504,"x",4579783,3885
505,"e",4585202,810
505,"j",4586672,759
505,"x",4588375,4109
506,"e",4594006,802
506,"j",4595479,881
506,"x",4597354,2818
507,"e",4601579,776
507,"j",4602977,249
507,"x",4604184,4273
508,"e",4609911,856
508,"j",4611444,633
508,"x",4613070,2914
509,"e",4617444,835
509,"j",4618913,1022
509,"x",4620933,3101
510,"e",4625500,707
510,"j",4626871,3446
510,"x",4631275,3515
511,"e",4636307,409
511,"j",4637404,579
511,"x",4638937,5231
512,"e",4645734,536
512,"j",4646986,412
512,"x",4648369,4254
513,"e",4654089,754
513,"j",4655487,854
513,"x",4657300,2766
514,"e",4661562,537
514,"j",4662761,515
514,"x",4664312,4689
515,"e",4670581,257
515,"j",4671713,852
515,"x",4673519,3656
516,"e",4678637,915
516,"j",4680242,841
516,"x",4682041,3673
517,"e",4687246,758
517,"j",4688657,481
517,"x",4690100,4254
518,"e",4695890,323
518,"j",4696975,1850
518,"x",4699826,4757
519,"e",4706121,947
519,"j",4707683,425
519,"x",4709105,4222
520,"e",4714840,662
520,"j",4716292,837
520,"x",4718093,4028
521,"e",4723589,784
521,"j",4725038,625
521,"x",4726663,3321
522,"e",4731489,414
522,"j",4732547,776
522,"x",4734281,3747
523,"e",4739490,511
523,"j",4740730,792
523,"x",4742463,3247
524,"e",4747226,620
524,"j",4748511,427
524,"x",4749900,4352
525,"e",4755719,780
525,"j",4757156,861
525,"x",4758963,3645
526,"e",4764119,647
526,"j",4765499,995
526,"x",4767447,3427
527,"e",4772477,664
527,"j",4773277,800
527,"x",4774359,4550
528,"e",4780467,732
528,"j",4781881,749
528,"x",4783609,4065
529,"e",4789152,527
529,"j",4790341,937
529,"x",4792264,3849
530,"e",4797683,573
530,"j",4798920,413
530,"x",4800328,2798
531,"e",4804596,618
531,"j",4805894,413
531,"x",4807276,3905
532,"e",4812763,506
532,"j",4813910,708
532,"x",4815581,3562
533,"e",4820728,651
533,"j",4822082,739
533,"x",4823812,3666
534,"e",4828963,737
534,"j",4830343,877
534,"x",4832204,3903
535,"e",4837644,717
535,"j",4839047,414
535,"x",4840426,4599
536,"e",4846503,1065
536,"j",4848257,880
536,"x",4850127,4957
537,"e",4856558,659
537,"j",4858011,1010
537,"x",4859990,4343
538,"e",4865845,806
538,"j",4867289,1130
538,"x",4869409,3028
539,"e",4873896,634
539,"j",4875243,852
539,"x",4877047,3734
540,"e",4882423,766
540,"j",4883838,850
540,"x",4885659,5219
541,"e",4895569,548
541,"j",4896884,3188
541,"x",4901036,3776
542,"e",4906253,1011
542,"j",4907890,628
542,"x",4909494,4864
543,"e",4915829,374
543,"j",4916895,430
543,"x",4918321,3986
544,"e",4923887,447
544,"j",4924949,586
544,"x",4926533,4800
545,"e",4932788,874
545,"j",4934293,450
545,"x",4935745,3405
546,"e",4940704,375
546,"j",4941794,1733
546,"x",4944475,3637
547,"e",4949587,621
547,"j",4950875,2079
547,"x",4953964,3100
548,"e",4958532,640
548,"j",4959806,268
548,"x",4961082,3318
549,"e",4965908,681
549,"j",4967317,1433
549,"x",4969670,4155
550,"e",4975264,955
550,"j",4976851,2454
550,"x",4980303,3174
551,"e",4984971,964
551,"j",4986576,2332
551,"x",4989858,3889
552,"e",4995226,784
552,"j",4996686,571
552,"x",4998244,4302
553,"e",5004082,730
553,"j",5004982,2056
553,"x",5008003,2625
554,"e",5012241,728
554,"j",5013674,1649
554,"x",5016309,3711
555,"e",5021528,961
555,"j",5023157,457
555,"x",5024646,4910
556,"e",5031073,944
556,"j",5032742,967
556,"x",5034685,3572
557,"e",5039730,411
557,"j",5040815,1648
557,"x",5043424,3327
558,"e",5048254,765
558,"j",5049693,1717
558,"x",5052442,6621
559,"e",5060572,793
559,"j",5061986,647
559,"x",5063584,5080
560,"e",5070141,644
560,"j",5071433,1389
560,"x",5073876,5520
561,"e",5080860,950
561,"j",5082445,2998
561,"x",5086423,5144
562,"e",5093148,728
562,"j",5094562,649
562,"x",5096168,3888
563,"e",5101540,1051
563,"j",5103310,1649
563,"x",5105991,5045
564,"e",5112502,589
564,"j",5113732,345
564,"x",5115140,3519
565,"e",5120124,706
565,"j",5121481,1573
565,"x",5124020,3290
566,"e",5128769,797
566,"j",5130216,1359
566,"x",5132528,3304
567,"e",5137325,742
567,"j",5138733,1665
567,"x",5141358,3913
568,"e",5146785,319
568,"j",5147950,878
568,"x",5149797,3996
569,"e",5155309,1048
569,"j",5157058,527
569,"x",5158555,4286
570,"e",5164450,745
570,"j",5165815,307
570,"x",5167077,4340
571,"e",5172969,511
571,"j",5174214,482
571,"x",5175701,2968
572,"e",5180262,656
572,"j",5181582,799
572,"x",5183343,5081
573,"e",5190081,905
573,"j",5191640,680
573,"x",5193372,5698
574,"e",5200567,600
574,"j",5201861,616
574,"x",5203446,3812
575,"e",5208795,803
575,"j",5210309,1862
575,"x",5213198,3763
576,"e",5218572,562
576,"j",5219790,2053
576,"x",5222846,3728
577,"e",5228073,578
577,"j",5229443,1955
577,"x",5232393,4045
578,"e",5237913,789
578,"j",5239363,1651
578,"x",5241990,4257
579,"e",5251285,531
579,"j",5252481,2597
579,"x",5256077,4516
580,"e",5262195,700
580,"j",5263594,1342
580,"x",5266012,3366
581,"e",5270889,641
581,"j",5272310,745
581,"x",5274006,4783
582,"e",5280293,550
582,"j",5281617,1278
582,"x",5283847,4572
583,"e",5289879,704
583,"j",5291225,987
583,"x",5293169,3431
584,"e",5298094,656
584,"j",5299466,1285
584,"x",5301700,4161
585,"e",5307355,898
585,"j",5308953,678
585,"x",5310594,3699
586,"e",5315749,697
586,"j",5317215,1036
586,"x",5319307,3892
587,"e",5324703,700
587,"j",5326042,972
587,"x",5328000,3314
588,"e",5332778,1181
588,"j",5334608,897
588,"x",5336475,4545
589,"e",5342527,715
589,"j",5343904,915
589,"x",5345885,4352
590,"e",5351801,726
590,"j",5353222,2497
590,"x",5356730,4105
591,"e",5362312,372
591,"j",5363476,752
591,"x",5365179,2684
592,"e",5369457,781
592,"j",5370943,975
592,"x",5372947,3396
593,"e",5377829,700
593,"j",5379029,1027
593,"x",5380914,3692
594,"e",5386078,975
594,"j",5387701,2114
594,"x",5390870,3915
595,"e",5396248,492
595,"j",5397516,2005
595,"x",5400503,3242
596,"e",5405192,704
596,"j",5406556,629
596,"x",5408135,4926
597,"e",5414522,703
597,"j",5415938,604
597,"x",5417474,3482
598,"e",5422411,614
598,"j",5423878,753
598,"x",5425633,3648
599,"e",5430789,696
599,"j",5432186,723
599,"x",5433889,4049
600,"e",5439436,662
600,"j",5440754,1924
600,"x",5443705,4120
601,"e",5458067,700
601,"j",5459084,4489
601,"x",5464568,2272
602,"e",5468452,679
602,"j",5469983,792
602,"x",5471775,2894
603,"e",5476179,676
603,"j",5477551,2464
603,"x",5480971,3979
604,"e",5486507,481
604,"j",5487694,874
604,"x",5489533,3107
605,"e",5494184,383
605,"j",5495435,825
605,"x",5497233,3626
606,"e",5502481,645
606,"j",5503867,1041
606,"x",5505871,3560
607,"e",5510940,458
607,"j",5512147,711
607,"x",5513847,3175
608,"e",5518551,621
608,"j",5519978,426
608,"x",5521390,3935
609,"e",5526985,163
609,"j",5527905,457
609,"x",5529343,2767
610,"e",5533780,436
610,"j",5534927,529
610,"x",5536430,4833
611,"e",5542871,665
611,"j",5544215,499
611,"x",5545662,5042
612,"e",5552248,437
612,"j",5553434,595
612,"x",5554981,4543
613,"e",5561040,554
613,"j",5562331,871
613,"x",5564152,3016
614,"e",5568683,343
614,"j",5569790,874
614,"x",5571635,2509
615,"e",5575732,453
615,"j",5576971,2166
615,"x",5580098,3306
616,"e",5584957,573
616,"j",5586266,723
616,"x",5587979,3312
617,"e",5592799,577
617,"j",5594183,748
617,"x",5595925,3756
618,"e",5601202,500
618,"j",5602378,427
618,"x",5603754,4304
619,"e",5609558,501
619,"j",5610881,845
619,"x",5612703,3396
620,"e",5617588,678
620,"j",5618986,1959
620,"x",5621951,3671
621,"e",5627200,510
621,"j",5628435,587
621,"x",5629982,3591
622,"e",5635060,666
622,"j",5636428,408
622,"x",5637801,4021
623,"e",5643378,606
623,"j",5644664,489
623,"x",5646132,2726
624,"e",5650470,339
624,"j",5651503,997
624,"x",5653472,2888
625,"e",5657876,583
625,"j",5659218,757
625,"x",5661004,3611
626,"e",5666200,480
626,"j",5667390,2379
626,"x",5670739,3043
627,"e",5675387,198
627,"j",5676351,937
627,"x",5678213,2927
628,"e",5682693,298
628,"j",5683745,571
628,"x",5685255,2619
629,"e",5689416,648
629,"j",5690727,983
629,"x",5692673,3709
630,"e",5698023,497
630,"j",5699359,1819
630,"x",5702166,2243
631,"e",5705995,436
631,"j",5707192,1012
631,"x",5709147,3092
632,"e",5713911,355
632,"j",5714992,810
632,"x",5716790,2648
633,"e",5721036,483
633,"j",5722290,745
633,"x",5724040,4206
634,"e",5729756,487
634,"j",5730990,760
634,"x",5732707,4287
635,"e",5738503,704
635,"j",5740010,706
635,"x",5741671,4532
636,"e",5747760,556
636,"j",5748986,682
636,"x",5750660,3698
637,"e",5755939,474
637,"j",5757206,845
637,"x",5759036,3460
638,"e",5764049,545
638,"j",5765402,748
638,"x",5767123,3945
639,"e",5772635,530
639,"j",5773857,837
639,"x",5775656,2889
640,"e",5780110,582
640,"j",5781393,712
640,"x",5783097,3772
641,"e",5791551,697
641,"j",5792903,614
641,"x",5794495,3117
642,"e",5799252,481
642,"j",5800413,747
642,"x",5802142,4005
643,"e",5807613,551
643,"j",5808892,718
643,"x",5810603,4092
644,"e",5816213,506
644,"j",5817475,1683
644,"x",5820169,3148
645,"e",5824904,637
645,"j",5826235,763
645,"x",5827970,3395
646,"e",5832979,449
646,"j",5834112,626
646,"x",5835723,4575
647,"e",5841846,398
647,"j",5843043,375
647,"x",5844445,4006
648,"e",5849919,411
648,"j",5851062,533
648,"x",5852563,3655
649,"e",5857799,323
649,"j",5858861,690
649,"x",5860576,3482
650,"e",5865611,469
650,"j",5866865,330
650,"x",5868218,2610
651,"e",5872398,592
651,"j",5873686,2342
651,"x",5877034,4311
652,"e",5882813,424
652,"j",5883994,437
652,"x",5885400,3699
653,"e",5890654,450
653,"j",5891851,1041
653,"x",5893886,4541
654,"e",5899961,657
654,"j",5901297,561
654,"x",5902832,2456
655,"e",5906875,393
655,"j",5907999,528
655,"x",5909497,4190
656,"e",5915183,461
656,"j",5916426,438
656,"x",5917848,3286
657,"e",5922651,625
657,"j",5923980,567
657,"x",5925601,3655
658,"e",5930795,565
658,"j",5932104,513
658,"x",5933565,3881
659,"e",5938976,726
659,"j",5940382,482
659,"x",5941871,5054
660,"e",5948614,422
660,"j",5949691,1287
660,"x",5951935,2869
661,"e",5956366,577
661,"j",5957647,2725
661,"x",5961362,4157
662,"e",5967090,651
662,"j",5968470,423
662,"x",5969895,5817
663,"e",5977246,526
663,"j",5978466,2134
663,"x",5981587,4502
664,"e",5987674,425
664,"j",5988880,782
664,"x",5990621,4718
665,"e",5996905,466
665,"j",5998205,301
665,"x",5999481,4892
666,"e",6005976,758
666,"j",6007543,279
666,"x",6008800,4138
667,"e",6014523,452
667,"j",6015713,2337
667,"x",6019032,3440
668,"e",6024019,471
668,"j",6025271,1037
668,"x",6027302,5067
669,"e",6033838,300
669,"j",6034901,299
669,"x",6036170,4826
670,"e",6042530,244
670,"j",6043542,349
670,"x",6044859,3821
671,"e",6050324,233
671,"j",6051374,625
671,"x",6052992,3031
672,"e",6057611,608
672,"j",6058932,605
672,"x",6060473,4815
673,"e",6066848,572
673,"j",6068112,623
673,"x",6069754,3966
674,"e",6075224,905
674,"j",6076840,1903
674,"x",6079693,5221
675,"e",6086471,384
675,"j",6087556,1840
675,"x",6090421,5012
676,"e",6097008,702
676,"j",6098470,1459
676,"x",6100899,4290
677,"e",6106688,550
677,"j",6108004,1034
677,"x",6110036,3812
678,"e",6115376,828
678,"j",6116935,581
678,"x",6118492,3664
679,"e",6127173,455
679,"j",6128349,565
679,"x",6129887,4860
680,"e",6136273,604
680,"j",6137580,582
680,"x",6139188,4877
681,"e",6145590,501
681,"j",6146833,872
681,"x",6148672,4525
682,"e",6154692,451
682,"j",6155892,995
682,"x",6157863,2644
683,"e",6162049,472
683,"j",6163232,624
683,"x",6164837,3537
684,"e",6169926,873
684,"j",6171534,2365
684,"x",6174860,4428
685,"e",6180800,608
685,"j",6182200,2167
685,"x",6185299,3914
686,"e",6190777,572
686,"j",6192052,859
686,"x",6193893,4278
687,"e",6199743,590
687,"j",6201107,986
687,"x",6203048,4423
688,"e",6208974,541
688,"j",6210289,1007
688,"x",6212305,4355
689,"e",6218315,368
689,"j",6219448,796
689,"x",6221270,4370
690,"e",6227199,326
690,"j",6228287,1002
690,"x",6230283,3489
691,"e",6235354,680
691,"j",6236705,716
691,"x",6238557,4714
692,"e",6244781,613
692,"j",6246086,725
692,"x",6247757,4563
693,"e",6253845,401
693,"j",6254956,607
693,"x",6256542,3809
694,"e",6262008,483
694,"j",6263302,910
694,"x",6265180,3872
695,"e",6270644,526
695,"j",6271856,761
695,"x",6273623,3734
696,"e",6278868,402
696,"j",6279979,478
696,"x",6281472,2173
697,"e",6285199,368
697,"j",6286286,560
697,"x",6287837,3996
698,"e",6293348,399
698,"j",6294426,1642
698,"x",6297151,3840
699,"e",6302490,533
699,"j",6303733,773
699,"x",6305502,3127
700,"e",6313612,230
700,"j",6314645,1626
700,"x",6317243,4438
701,"e",6331805,671
701,"j",6333119,1070
701,"x",6335200,4286
702,"e",6340959,611
702,"j",6342348,718
702,"x",6344020,5256
703,"e",6350781,932
703,"j",6352419,702
703,"x",6354061,4130
704,"e",6359675,385
704,"j",6360860,416
704,"x",6362233,2292
705,"e",6365992,881
705,"j",6367569,1688
705,"x",6370206,3404
706,"e",6375068,864
706,"j",6376592,1275
706,"x",6378822,4211
707,"e",6384574,410
707,"j",6385875,712
707,"x",6387548,2800
708,"e",6391853,488
708,"j",6393096,618
708,"x",6394719,3406
709,"e",6399731,508
709,"j",6400937,591
709,"x",6402527,3665
710,"e",6407661,557
710,"j",6408897,345
710,"x",6410244,2666
711,"e",6414378,608
711,"j",6415769,854
711,"x",6417629,3885
712,"e",6422971,696
712,"j",6424408,834
712,"x",6426180,3484
713,"e",6431156,804
713,"j",6432603,852
713,"x",6434411,4196
714,"e",6440063,797
714,"j",6441610,1115
714,"x",6443736,2994
715,"e",6448263,708
715,"j",6449641,611
715,"x",6451202,3554
716,"e",6456207,975
716,"j",6457868,1041
716,"x",6459878,3020
717,"e",6464501,901
717,"j",6466076,581
717,"x",6467707,3652
718,"e",6472828,800
718,"j",6474275,2219
718,"x",6477451,4200
719,"e",6483100,825
719,"j",6484699,693
719,"x",6486372,4218
720,"e",6492116,720
720,"j",6493531,840
720,"x",6495346,3663
721,"e",6500497,756
721,"j",6501906,694
721,"x",6503549,3884
722,"e",6508954,967
722,"j",6510660,1008
722,"x",6512635,3922
723,"e",6518085,688
723,"j",6519480,1755
723,"x",6522269,3100
724,"e",6526985,709
724,"j",6528365,668
724,"x",6530025,3065
725,"e",6534635,631
725,"j",6535909,445
725,"x",6537323,4375
726,"e",6543124,719
726,"j",6544501,997
726,"x",6546535,3499
727,"e",6551512,647
727,"j",6552907,850
727,"x",6554764,3722
728,"e",6559931,713
728,"j",6561298,852
728,"x",6563110,3213
729,"e",6567792,615
729,"j",6569121,488
729,"x",6570601,2816
730,"e",6574872,616
730,"j",6576175,698
730,"x",6577841,3309
731,"e",6582698,860
731,"j",6584201,640
731,"x",6585861,2376
732,"e",6589709,777
732,"j",6591104,2343
732,"x",6594424,3371
733,"e",6599269,527
733,"j",6600630,2163
733,"x",6603749,3251
734,"e",6608647,646
734,"j",6609975,816
734,"x",6611748,4675
735,"e",6617889,780
735,"j",6619340,830
735,"x",6621185,4621
736,"e",6627301,602
736,"j",6628657,656
736,"x",6630284,4292
737,"e",6636034,514
737,"j",6637191,655
737,"x",6638795,3097
738,"e",6643406,962
738,"j",6645037,874
738,"x",6646871,5014
739,"e",6653469,766
739,"j",6654877,698
739,"x",6656531,4853
740,"e",6662837,861
740,"j",6664374,754
740,"x",6666075,4111
741,"e",6674891,699
741,"j",6676245,295
741,"x",6677488,3994
742,"e",6682982,845
742,"j",6684457,1295
742,"x",6686706,3860
743,"e",6692075,770
743,"j",6693506,444
743,"x",6694985,4645
744,"e",6701104,655
744,"j",6702430,499
744,"x",6703919,4691
745,"e",6710078,977
745,"j",6711278,2137
745,"x",6714473,3462
746,"e",6719441,547
746,"j",6720631,543
746,"x",6722188,4381
747,"e",6728104,586
747,"j",6729421,294
747,"x",6730812,3769
748,"e",6736038,614
748,"j",6737320,709
748,"x",6738975,4444
749,"e",6744941,691
749,"j",6746307,899
749,"x",6748171,4302
750,"e",6753978,756
750,"j",6755410,645
750,"x",6757090,3470
751,"e",6762026,611
751,"j",6763305,727
751,"x",6765024,2356
752,"e",6768843,499
752,"j",6770040,2123
752,"x",6773176,4743
753,"e",6779410,476
753,"j",6780590,1639
753,"x",6783211,2651
754,"e",6787363,650
754,"j",6788706,1716
754,"x",6791382,4186
755,"e",6797034,535
755,"j",6798201,362
755,"x",6799559,4099
756,"e",6805170,973
756,"j",6806872,546
756,"x",6808424,3489
757,"e",6813380,642
757,"j",6814689,426
757,"x",6816117,4921
758,"e",6822545,667
758,"j",6823892,554
758,"x",6825403,3042
759,"e",6829923,520
759,"j",6831066,2451
759,"x",6834585,3372
760,"e",6839475,626
760,"j",6840810,3147
760,"x",6845001,3076
761,"e",6849613,474
761,"j",6850768,714
761,"x",6852494,2473
762,"e",6856417,674
762,"j",6857812,3008
762,"x",6861828,3869
763,"e",6867280,618
763,"j",6868567,1143
763,"x",6870648,3803
764,"e",6875922,633
764,"j",6877246,506
764,"x",6878743,1924
765,"e",6882347,613
765,"j",6883685,1496
765,"x",6886140,4562
766,"e",6892185,642
766,"j",6893486,535
766,"x",6894953,2570
767,"e",6898999,1004
767,"j",6900688,736
767,"x",6902477,4264
768,"e",6908266,639
768,"j",6909558,572
768,"x",6911075,4524
769,"e",6917112,627
769,"j",6918432,1740
769,"x",6921175,3179
770,"e",6925849,819
770,"j",6927343,1873
770,"x",6930244,4170
771,"e",6935927,844
771,"j",6937422,952
771,"x",6939378,4492
772,"e",6945362,687
772,"j",6946695,1687
772,"x",6949371,3048
773,"e",6953965,578
773,"j",6955208,561
773,"x",6956732,4463
774,"e",6962697,702
774,"j",6964109,429
774,"x",6965472,3464
775,"e",6970466,520
775,"j",6971714,1668
775,"x",6974370,4532
776,"e",6980322,743
776,"j",6981762,2311
776,"x",6985091,3919
777,"e",6990575,662
777,"j",6991917,548
777,"x",6993467,4499
778,"e",6999482,925
778,"j",7001098,4581
778,"x",7006730,5511
779,"e",7017262,692
779,"j",7018701,1007
779,"x",7020670,2610
780,"e",7024927,811
780,"j",7026418,719
780,"x",7028112,4733
781,"e",7034398,449
781,"j",7035644,1048
781,"x",7037645,3763
782,"e",7042884,707
782,"j",7044275,883
782,"x",7046128,2902
783,"e",7050530,606
783,"j",7051843,840
783,"x",7053646,4003
784,"e",7059140,503
784,"j",7060345,585
784,"x",7061879,3055
785,"e",7066589,646
785,"j",7067888,2623
785,"x",7071513,3936
786,"e",7076956,556
786,"j",7078269,812
786,"x",7080092,3411
787,"e",7085112,1065
787,"j",7086913,525
787,"x",7088444,4640
788,"e",7094613,640
788,"j",7095951,603
788,"x",7097510,4221
789,"e",7103273,535
789,"j",7104457,707
789,"x",7106126,3925
790,"e",7111526,724
790,"j",7112902,423
790,"x",7114311,3935
791,"e",7119843,700
791,"j",7121224,753
791,"x",7122932,4071
792,"e",7128474,692
792,"j",7129911,2182
792,"x",7133087,3739
793,"e",7138363,790
793,"j",7139767,851
793,"x",7141574,4558
794,"e",7147636,581
794,"j",7148915,1188
794,"x",7151067,3394
795,"e",7155921,691
795,"j",7157297,424
795,"x",7158651,4008
796,"e",7164213,475
796,"j",7165386,732
796,"x",7167117,3399
797,"e",7171985,902
797,"j",7173577,970
797,"x",7175533,3677
798,"e",7180706,579
798,"j",7181947,924
798,"x",7183839,4676
799,"e",7189980,682
799,"j",7191364,713
799,"x",7193061,3757
800,"e",7201651,648
800,"j",7202960,1188
800,"x",7205139,4445
801,"e",7227030,655
801,"j",7228030,1255
801,"x",7229969,4257
802,"e",7235728,485
802,"j",7237088,865
802,"x",7238937,2982
803,"e",7243495,389
803,"j",7244700,419
803,"x",7246083,3752
804,"e",7251409,476
804,"j",7252559,1312
804,"x",7254875,3568
805,"e",7259981,424
805,"j",7261164,615
805,"x",7262758,3911
806,"e",7268150,513
806,"j",7269416,1585
806,"x",7272021,3951
807,"e",7277510,619
807,"j",7278882,832
807,"x",7280674,4418
808,"e",7286579,568
808,"j",7287868,591
808,"x",7289426,4309
809,"e",7295243,652
809,"j",7296665,2242
809,"x",7299861,4633
810,"e",7306037,203
810,"j",7307002,865
810,"x",7308835,3584
811,"e",7313970,350
811,"j",7315074,837
811,"x",7316913,3056
812,"e",7321554,349
812,"j",7322662,785
812,"x",7324443,3049
813,"e",7329030,969
813,"j",7330677,516
813,"x",7332167,3141
814,"e",7336962,455
814,"j",7338138,774
814,"x",7339887,4651
815,"e",7346048,485
815,"j",7347392,670
815,"x",7349075,3918
816,"e",7354493,539
816,"j",7355870,695
816,"x",7357583,3093
817,"e",7362401,534
817,"j",7363753,711
817,"x",7365467,4206
818,"e",7371304,323
818,"j",7372358,705
818,"x",7374076,3830
819,"e",7379430,423
819,"j",7380633,501
819,"x",7382100,3772
820,"e",7387440,384
820,"j",7388633,418
820,"x",7389999,4026
821,"e",7395611,387
821,"j",7396704,827
821,"x",7398515,4206
822,"e",7404260,398
822,"j",7405456,801
822,"x",7407245,4070
823,"e",7412847,390
823,"j",7413945,688
823,"x",7415626,3591
