index,type,start,duration
824,"e",7420729,513
824,"j",7421975,381
824,"x",7423325,2834
825,"e",7427730,765
825,"j",7429264,717
825,"x",7430936,4505
826,"e",7436971,778
826,"j",7438409,288
826,"x",7439664,4100
827,"e",7445289,517
827,"j",7446492,539
827,"x",7448020,4663
828,"e",7454195,602
828,"j",7455566,784
828,"x",7457296,4098
829,"e",7463036,636
829,"j",7464349,2127
829,"x",7467432,4400
830,"e",7473348,525
830,"j",7474701,962
830,"x",7476650,3323
831,"e",7481524,408
831,"j",7482577,1975
831,"x",7485507,2959
832,"e",7490137,432
832,"j",7491403,720
832,"x",7493069,2964
833,"e",7497537,658
833,"j",7498883,849
833,"x",7500692,4268
834,"e",7506442,1132
834,"j",7508286,709
834,"x",7509942,4441
835,"e",7516096,458
835,"j",7517285,568
835,"x",7518793,3080
836,"e",7523454,451
836,"j",7524647,695
836,"x",7526353,3316
837,"e",7531202,554
837,"j",7532486,667
837,"x",7534105,4642
838,"e",7540375,704
838,"j",7541725,675
838,"x",7543439,3493
839,"e",7548433,673
839,"j",7549822,855
839,"x",7551642,3809
840,"e",7557032,607
840,"j",7558369,1161
840,"x",7560501,4953
841,"e",7570283,425
841,"j",7571389,612
841,"x",7573021,4719
842,"e",7579279,943
842,"j",7580889,1909
842,"x",7583758,4024
843,"e",7589413,502
843,"j",7590534,1840
843,"x",7593381,3442
844,"e",7598313,420
844,"j",7599475,584
844,"x",7601032,4021
845,"e",7606641,600
845,"j",7607912,373
845,"x",7609261,3714
846,"e",7614526,592
846,"j",7615789,1765
846,"x",7618502,4945
847,"e",7624957,297
847,"j",7625997,508
847,"x",7627478,4241
848,"e",7633365,622
848,"j",7634729,959
848,"x",7636657,4979
849,"e",7643128,394
849,"j",7644207,622
849,"x",7645825,2878
850,"e",7650206,533
850,"j",7651465,625
850,"x",7653107,2821
851,"e",7657454,470
851,"j",7658718,731
851,"x",7660475,3454
852,"e",7665497,744
852,"j",7666948,2216
852,"x",7670146,4119
853,"e",7675780,460
853,"j",7676899,2356
853,"x",7680302,3489
854,"e",7685339,594
854,"j",7686641,1004
854,"x",7688628,3536
855,"e",7693772,312
855,"j",7694761,590
855,"x",7696365,3836
856,"e",7701720,480
856,"j",7703014,647
856,"x",7704661,4255
857,"e",7710639,219
857,"j",7711674,583
857,"x",7713253,3671
858,"e",7718553,500
858,"j",7719702,475
858,"x",7721145,4275
859,"e",7726964,608
859,"j",7728307,501
859,"x",7729809,2785
860,"e",7734157,428
860,"j",7735380,504
860,"x",7736847,4402
861,"e",7742780,588
861,"j",7744099,2110
861,"x",7747203,2814
862,"e",7751575,707
862,"j",7753004,590
862,"x",7754536,3558
863,"e",7759668,423
863,"j",7760833,1223
863,"x",7763016,3497
864,"e",7768013,568
864,"j",7769334,2100
864,"x",7772430,3139
865,"e",7777116,826
865,"j",7778683,489
865,"x",7780151,3789
866,"e",7785524,517
866,"j",7786717,271
866,"x",7788010,3020
867,"e",7792653,322
867,"j",7793758,600
867,"x",7795326,4587
868,"e",7801500,375
868,"j",7802635,419
868,"x",7804020,3432
869,"e",7809122,488
869,"j",7810318,404
869,"x",7811738,4384
870,"e",7817653,621
870,"j",7818963,1929
870,"x",7821888,3974
871,"e",7827412,629
871,"j",7828746,2107
871,"x",7831831,4352
872,"e",7837708,200
872,"j",7838698,1778
872,"x",7841458,2654
873,"e",7845650,587
873,"j",7846935,466
873,"x",7848402,5428
874,"e",7855391,330
874,"j",7856488,5135
874,"x",7862586,2719
875,"e",7866950,681
875,"j",7868289,2283
875,"x",7871380,3787
876,"e",7876701,507
876,"j",7877898,385
876,"x",7879279,3962
877,"e",7884759,912
877,"j",7886409,1570
877,"x",7888953,4704
878,"e",7895222,583
878,"j",7896607,2360
878,"x",7899927,4989
879,"e",7909959,544
879,"j",7911214,589
879,"x",7912739,2187
880,"e",7916621,554
880,"j",7917893,687
880,"x",7919537,4323
881,"e",7925393,566
881,"j",7926676,745
881,"x",7928387,3214
882,"e",7933161,684
882,"j",7934566,1001
882,"x",7936567,2704
883,"e",7940776,273
883,"j",7941938,417
883,"x",7943351,5120
884,"e",7950007,651
884,"j",7951433,665
884,"x",7953068,3916
885,"e",7958477,412
885,"j",7959661,703
885,"x",7961342,4132
886,"e",7967069,384
886,"j",7968206,745
886,"x",7969953,3591
887,"e",7975132,222
887,"j",7976145,1197
887,"x",7978363,3873
888,"e",7983788,497
888,"j",7985001,697
888,"x",7986676,2624
889,"e",7990815,564
889,"j",7992065,1547
889,"x",7994567,4263
890,"e",8000384,642
890,"j",8001735,549
890,"x",8003244,4115
891,"e",8008854,413
891,"j",8010048,1733
891,"x",8012762,4283
892,"e",8018612,539
892,"j",8019807,1742
892,"x",8022515,4515
893,"e",8028516,531
893,"j",8029708,1046
893,"x",8031732,4874
894,"e",8038173,435
894,"j",8039279,655
894,"x",8040950,4295
895,"e",8046817,539
895,"j",8048133,2084
895,"x",8051177,4283
896,"e",8056958,684
896,"j",8058367,794
896,"x",8060186,3605
897,"e",8065389,653
897,"j",8066722,729
897,"x",8068420,3862
898,"e",8073940,470
898,"j",8075126,2125
898,"x",8078210,2945
899,"e",8082640,616
899,"j",8083970,907
899,"x",8085835,3508
900,"e",8094170,796
900,"j",8095628,746
900,"x",8097367,3921
901,"e",8111509,566
901,"j",8112751,876
901,"x",8114591,3117
902,"e",8119293,615
902,"j",8120565,691
902,"x",8122230,3894
903,"e",8127612,677
903,"j",8128917,698
903,"x",8130575,3777
904,"e",8135854,374
904,"j",8136996,450
904,"x",8138495,3880
905,"e",8143894,639
905,"j",8145187,297
905,"x",8146448,2397
906,"e",8150304,972
906,"j",8151888,872
906,"x",8153769,4452
907,"e",8159688,662
907,"j",8160977,790
907,"x",8162788,2592
908,"e",8166953,337
908,"j",8167986,1712
908,"x",8170713,3328
909,"e",8175570,500
909,"j",8176270,1089
909,"x",8178270,2260
910,"e",8182153,887
910,"j",8183779,962
910,"x",8185729,3567
911,"e",8190816,773
911,"j",8192251,846
911,"x",8194055,3762
912,"e",8199375,452
912,"j",8200596,1996
912,"x",8203572,2807
913,"e",8207853,844
913,"j",8209334,985
913,"x",8211283,3830
914,"e",8216667,650
914,"j",8217986,712
914,"x",8219689,3406
915,"e",8224626,614
915,"j",8225862,409
915,"x",8227335,3623
916,"e",8232431,734
916,"j",8233806,537
916,"x",8235293,4170
917,"e",8240962,934
917,"j",8242652,691
917,"x",8244341,5149
918,"e",8251041,562
918,"j",8252237,1008
918,"x",8254215,3796
919,"e",8259498,954
919,"j",8261065,797
919,"x",8262871,5007
920,"e",8269297,924
920,"j",8270873,2296
920,"x",8274167,3185
921,"e",8278882,616
921,"j",8280203,600
921,"x",8281784,4323
922,"e",8287576,861
922,"j",8289086,962
922,"x",8291012,4470
923,"e",8296986,909
923,"j",8298597,592
923,"x",8300173,3499
924,"e",8305173,923
924,"j",8306770,1017
924,"x",8308752,4207
925,"e",8314448,669
925,"j",8315840,726
925,"x",8317520,3868
926,"e",8322929,773
926,"j",8324382,1653
926,"x",8327029,3481
927,"e",8332049,851
927,"j",8333539,823
927,"x",8335351,3585
928,"e",8340492,627
928,"j",8341833,852
928,"x",8343677,3855
929,"e",8349066,779
929,"j",8350066,1779
929,"x",8352803,3259
930,"e",8357550,649
930,"j",8358835,618
930,"x",8360389,4747
931,"e",8366606,291
931,"j",8367581,559
931,"x",8369145,4428
932,"e",8375159,435
932,"j",8376249,713
932,"x",8377988,2495
933,"e",8382017,615
933,"j",8383347,1878
933,"x",8386200,4051
934,"e",8391883,273
934,"j",8392866,1263
934,"x",8395105,4276
935,"e",8400856,473
935,"j",8402067,752
935,"x",8403835,3748
936,"e",8409037,795
936,"j",8410459,427
936,"x",8411855,3315
937,"e",8416629,865
937,"j",8418133,806
937,"x",8419909,4467
938,"e",8425895,609
938,"j",8427190,768
938,"x",8428949,3502
939,"e",8434015,554
939,"j",8435345,873
939,"x",8437180,4882
940,"e",8443599,749
940,"j",8444980,1027
940,"x",8447003,2725
941,"e",8454495,676
941,"j",8455822,1780
941,"x",8458549,3994
942,"e",8464080,948
942,"j",8465671,688
942,"x",8467357,4249
943,"e",8473072,818
943,"j",8474540,1819
943,"x",8477357,4858
944,"e",8483687,784
944,"j",8485074,2350
944,"x",8488386,2655
945,"e",8492540,1016
945,"j",8494192,595
945,"x",8495730,4970
946,"e",8502211,363
946,"j",8503313,1251
946,"x",8505605,3869
947,"e",8511013,874
947,"j",8512521,258
947,"x",8513764,3644
948,"e",8518990,579
948,"j",8520276,1453
948,"x",8522686,4363
949,"e",8528598,812
949,"j",8530102,1800
949,"x",8532910,4346
950,"e",8538745,2754
950,"j",8542172,1144
950,"x",8544291,5117
951,"e",8550946,550
951,"j",8552179,1301
951,"x",8554468,3676
952,"e",8559618,725
952,"j",8561005,722
952,"x",8562689,2416
953,"e",8566621,546
953,"j",8567792,311
953,"x",8569136,3090
954,"e",8573836,258
954,"j",8574794,606
954,"x",8576498,3279
955,"e",8581337,659
955,"j",8582692,2367
955,"x",8586082,3055
956,"e",8590634,981
956,"j",8592307,1721
956,"x",8595029,4120
957,"e",8600609,743
957,"j",8601973,771
957,"x",8603708,3380
958,"e",8608570,646
958,"j",8609845,314
958,"x",8611105,3149
959,"e",8615719,955
959,"j",8617456,1101
959,"x",8619520,4252
960,"e",8625287,893
960,"j",8626795,620
960,"x",8628399,4866
961,"e",8634729,854
961,"j",8636207,517
961,"x",8637682,5186
962,"e",8644445,252
962,"j",8645455,557
962,"x",8647034,5139
963,"e",8653818,534
963,"j",8654985,1508
963,"x",8657490,5272
964,"e",8664287,896
964,"j",8665798,838
964,"x",8667545,4429
965,"e",8673435,828
965,"j",8674951,840
965,"x",8676769,4590
966,"e",8682954,836
966,"j",8684458,1748
966,"x",8687223,4413
967,"e",8693106,690
967,"j",8694445,562
967,"x",8695989,3998
968,"e",8701554,836
968,"j",8703024,646
968,"x",8704637,4250
969,"e",8710439,776
969,"j",8711991,2054
969,"x",8715004,4030
970,"e",8720526,515
970,"j",8721815,978
970,"x",8723811,3059
971,"e",8728511,934
971,"j",8730074,611
971,"x",8731653,3849
972,"e",8737125,511
972,"j",8738307,481
972,"x",8739749,3844
973,"e",8745060,903
973,"j",8746658,901
973,"x",8748509,5056
974,"e",8755085,767
974,"j",8756490,2297
974,"x",8759741,4393
975,"e",8765773,798
975,"j",8767258,461
975,"x",8768690,4699
976,"e",8774851,765
976,"j",8776269,2092
976,"x",8779389,4021
977,"e",8784915,598
977,"j",8786126,505
977,"x",8787593,5256
978,"e",8794326,864
978,"j",8795821,1836
978,"x",8798665,4358
979,"e",8808043,618
979,"j",8809323,885
979,"x",8811190,3336
980,"e",8816002,789
980,"j",8817425,1015
980,"x",8819406,3208
981,"e",8824163,331
981,"j",8825328,1942
981,"x",8828260,2541
982,"e",8832239,960
982,"j",8833852,2478
982,"x",8837285,3800
983,"e",8842555,736
983,"j",8844000,577
983,"x",8845532,3829
984,"e",8850885,738
984,"j",8852286,728
984,"x",8854020,3038
985,"e",8858663,620
985,"j",8859951,860
985,"x",8861833,4650
986,"e",8867966,690
986,"j",8869437,468
986,"x",8870920,3388
987,"e",8875813,591
987,"j",8877034,594
987,"x",8878616,4217
988,"e",8884397,501
988,"j",8885571,719
988,"x",8887304,3146
989,"e",8891904,886
989,"j",8893422,550
989,"x",8894936,4238
990,"e",8900692,594
990,"j",8901994,881
990,"x",8903842,3894
991,"e",8909221,676
991,"j",8910595,354
991,"x",8911952,4563
992,"e",8918024,936
992,"j",8919574,908
992,"x",8921459,3326
993,"e",8926391,617
993,"j",8927664,722
993,"x",8929364,3191
994,"e",8934165,250
994,"j",8935147,502
994,"x",8936666,4084
995,"e",8942230,879
995,"j",8943768,1430
995,"x",8946224,3119
996,"e",8950866,508
996,"j",8952082,735
996,"x",8953834,4429
997,"e",8959771,894
997,"j",8961345,731
997,"x",8963047,3233
998,"e",8967753,669
998,"j",8969141,562
998,"x",8970680,3704
999,"e",8975883,523
999,"j",8977017,762
999,"x",8978800,3555
1000,"e",8987139,857
1000,"j",8988707,2780
1000,"x",8992505,4050
1001,"e",9006761,719
1001,"j",9008244,802
1001,"x",9010015,3189
1002,"e",9014773,542
1002,"j",9016074,1847
1002,"x",9018873,3776
1003,"e",9024211,453
1003,"j",9025416,553
1003,"x",9026963,3078
1004,"e",9031714,489
1004,"j",9032895,686
1004,"x",9034555,4272
1005,"e",9040371,234
1005,"j",9041445,817
1005,"x",9043221,3129
1006,"e",9047906,259
1006,"j",9048929,848
1006,"x",9050738,3638
1007,"e",9055896,385
1007,"j",9057012,851
1007,"x",9058839,3918
1008,"e",9064354,618
1008,"j",9065675,1916
1008,"x",9068552,3237
1009,"e",9073302,633
1009,"j",9074606,728
1009,"x",9076297,2153
1010,"e",9079971,512
1010,"j",9081255,637
1010,"x",9082876,3248
1011,"e",9087608,471
1011,"j",9088826,690
1011,"x",9090408,3561
1012,"e",9095535,326
1012,"j",9096533,499
1012,"x",9098037,3448
1013,"e",9103043,441
1013,"j",9104234,580
1013,"x",9105769,4987
1014,"e",9112275,626
1014,"j",9113592,1062
1014,"x",9115616,3738
1015,"e",9120869,599
1015,"j",9122147,464
1015,"x",9123569,3667
1016,"e",9128806,383
1016,"j",9129974,954
1016,"x",9131888,4782
1017,"e",9138210,323
1017,"j",9139297,868
1017,"x",9141155,3465
1018,"e",9146154,493
1018,"j",9147368,1025
1018,"x",9149378,3563
1019,"e",9154552,368
1019,"j",9155649,2190
1019,"x",9158858,4668
1020,"e",9165032,500
1020,"j",9166379,1522
1020,"x",9168895,3032
1021,"e",9173507,377
1021,"j",9174552,457
1021,"x",9175983,3510
1022,"e",9181094,500
1022,"j",9182264,576
1022,"x",9183801,4306
1023,"e",9189565,643
1023,"j",9190924,546
1023,"x",9192440,4041
1024,"e",9197989,353
1024,"j",9199068,459
1024,"x",9200532,3295
1025,"e",9205352,578
1025,"j",9206721,1479
1025,"x",9209159,3405
1026,"e",9214106,534
1026,"j",9215300,2091
1026,"x",9218347,3304
1027,"e",9223170,444
1027,"j",9224325,2522
1027,"x",9227794,3605
1028,"e",9232882,606
1028,"j",9234252,575
1028,"x",9235797,4948
1029,"e",9242250,483
1029,"j",9243378,570
1029,"x",9244916,3257
1030,"e",9249736,245
1030,"j",9250735,275
1030,"x",9251965,4518
1031,"e",9257963,764
1031,"j",9259368,731
1031,"x",9261059,4038
1032,"e",9266707,413
1032,"j",9267844,965
1032,"x",9269780,2936
1033,"e",9274234,423
1033,"j",9275377,616
1033,"x",9276972,2959
1034,"e",9281542,420
1034,"j",9282693,741
1034,"x",9284428,3890
1035,"e",9289938,546
1035,"j",9291216,436
1035,"x",9292621,4631
1036,"e",9298726,604
1036,"j",9300250,844
1036,"x",9302053,4373
1037,"e",9307992,384
1037,"j",9309015,467
1037,"x",9310499,2371
1038,"e",9314409,539
1038,"j",9315601,535
1038,"x",9317129,4355
1039,"e",9323086,582
1039,"j",9324469,569
1039,"x",9326033,3341
1040,"e",9330880,403
1040,"j",9332046,850
1040,"x",9333879,3839
1041,"e",9342533,452
1041,"j",9343589,701
1041,"x",9345270,4223
1042,"e",9350977,406
1042,"j",9352114,3775
1042,"x",9356893,3796
1043,"e",9362258,399
1043,"j",9363386,446
1043,"x",9364814,4048
1044,"e",9370396,588
1044,"j",9371694,691
1044,"x",9373363,2498
1045,"e",9377481,559
1045,"j",9378792,435
1045,"x",9380181,4180
1046,"e",9385994,901
1046,"j",9387537,2420
1046,"x",9390911,3682
1047,"e",9396102,450
1047,"j",9397254,557
1047,"x",9398837,2797
1048,"e",9403173,667
1048,"j",9404553,494
1048,"x",9406034,4108
1049,"e",9411718,337
1049,"j",9412805,588
1049,"x",9414355,3055
1050,"e",9419027,892
1050,"j",9420614,4855
1050,"x",9426472,2938
1051,"e",9430945,681
1051,"j",9432373,603
1051,"x",9433984,4220
1052,"e",9439722,424
1052,"j",9440892,1389
1052,"x",9443244,3971
1053,"e",9448860,365
1053,"j",9449947,2430
1053,"x",9453342,3704
1054,"e",9458632,309
1054,"j",9459687,1643
1054,"x",9462317,2766
1055,"e",9466718,494
1055,"j",9467966,1538
1055,"x",9470464,2689
1056,"e",9474740,612
1056,"j",9476044,1652
1056,"x",9478685,4208
1057,"e",9484419,520
1057,"j",9485683,597
1057,"x",9487253,4283
1058,"e",9493009,700
1058,"j",9494384,2488
1058,"x",9497834,4484
1059,"e",9503881,441
1059,"j",9505058,1679
1059,"x",9507714,4128
1060,"e",9513351,733
1060,"j",9514793,451
1060,"x",9516193,4998
1061,"e",9522690,876
1061,"j",9524231,597
1061,"x",9525803,3276
1062,"e",9530639,325
1062,"j",9531670,864
1062,"x",9533482,4311
1063,"e",9539267,287
1063,"j",9540392,2148
1063,"x",9543554,4634
1064,"e",9549712,603
1064,"j",9550963,900
1064,"x",9552893,4772
1065,"e",9559257,477
1065,"j",9560524,509
1065,"x",9561999,4402
1066,"e",9567987,465
1066,"j",9569142,1919
1066,"x",9572030,3637
1067,"e",9577260,392
1067,"j",9578396,1361
1067,"x",9580740,3209
1068,"e",9585497,440
1068,"j",9586668,395
1068,"x",9588039,3184
1069,"e",9592736,540
1069,"j",9594085,1825
1069,"x",9596888,3543
1070,"e",9602114,501
1070,"j",9603428,459
1070,"x",9604845,5116
1071,"e",9611573,355
1071,"j",9612671,378
1071,"x",9614052,3362
1072,"e",9618929,727
1072,"j",9620363,414
1072,"x",9621773,3375
1073,"e",9626719,769
1073,"j",9628274,829
1073,"x",9630088,4030
1074,"e",9635653,287
1074,"j",9636748,2301
1074,"x",9640050,3988
1075,"e",9645695,357
1075,"j",9646824,2599
1075,"x",9650381,4951
1076,"e",9656960,574
1076,"j",9658344,674
1076,"x",9659980,5182
1077,"e",9666703,465
1077,"j",9667873,394
1077,"x",9669244,2990
1078,"e",9673772,534
1078,"j",9675041,493
1078,"x",9676485,4410
1079,"e",9685880,633
1079,"j",9687224,951
1079,"x",9689158,4498
1080,"e",9695194,457
1080,"j",9696324,607
1080,"x",9697903,3379
1081,"e",9702869,560
1081,"j",9704116,766
1081,"x",9705902,2974
1082,"e",9710417,431
1082,"j",9711593,564
1082,"x",9713139,5109
1083,"e",9719781,543
1083,"j",9721074,2649
1083,"x",9724672,4429
1084,"e",9730668,476
1084,"j",9731909,768
1084,"x",9733709,4117
1085,"e",9739408,535
1085,"j",9740692,788
1085,"x",9742509,4533
1086,"e",9748627,716
1086,"j",9750006,2130
1086,"x",9753087,4391
1087,"e",9759058,348
1087,"j",9760118,701
1087,"x",9761812,2917
1088,"e",9766390,456
1088,"j",9767565,606
1088,"x",9769154,2989
1089,"e",9773722,657
1089,"j",9775156,601
1089,"x",9776734,4755
1090,"e",9783047,465
1090,"j",9784204,475
1090,"x",9785693,3420
1091,"e",9790664,543
1091,"j",9791891,903
1091,"x",9793751,3630
1092,"e",9798870,748
1092,"j",9800298,896
1092,"x",9802180,3761
1093,"e",9807470,456
1093,"j",9808694,613
1093,"x",9810315,3405
1094,"e",9815324,605
1094,"j",9816636,742
1094,"x",9818333,3916
1095,"e",9823818,347
1095,"j",9824917,954
1095,"x",9826892,3472
1096,"e",9831875,389
1096,"j",9833012,787
1096,"x",9834767,3748
1097,"e",9840043,565
1097,"j",9841313,711
1097,"x",9843102,3388
1098,"e",9848034,536
1098,"j",9849322,778
1098,"x",9851080,4923
1099,"e",9861849,1146
1099,"j",9863702,553
1099,"x",9865262,4505
1100,"e",9871349,655
1100,"j",9872667,3189
1100,"x",9876846,4744
1101,"e",9891942,778
1101,"j",9893385,2038
1101,"x",9896366,4539
1102,"e",9902417,558
1102,"j",9903695,1675
1102,"x",9906333,4712
1103,"e",9912565,464
1103,"j",9913780,699
1103,"x",9915492,5895
1104,"e",9922965,554
1104,"j",9924143,1923
1104,"x",9927024,3962
1105,"e",9932461,541
1105,"j",9933685,419
1105,"x",9935138,3086
1106,"e",9939678,546
1106,"j",9940946,3615
1106,"x",9945533,4929
1107,"e",9951925,977
1107,"j",9953549,665
1107,"x",9955174,4739
1108,"e",9961374,835
1108,"j",9962919,1974
1108,"x",9965863,4180
1109,"e",9971516,226
1109,"j",9972527,2285
1109,"x",9975760,4357
1110,"e",9981673,693
1110,"j",9983151,656
1110,"x",9984780,3893
1111,"e",9990213,705
1111,"j",9991654,793
1111,"x",9993412,5597
1112,"e",10000476,708
1112,"j",10001970,684
1112,"x",10003671,4135
1113,"e",10009262,233
1113,"j",10010217,467
1113,"x",10011680,3889
1114,"e",10017036,695
1114,"j",10018388,722
1114,"x",10020093,3209
1115,"e",10024911,452
1115,"j",10025964,561
1115,"x",10027505,4684
1116,"e",10033758,882
1116,"j",10035303,430
1116,"x",10036699,3145
1117,"e",10041444,610
1117,"j",10042686,234
1117,"x",10043908,2520
1118,"e",10048019,838
1118,"j",10049484,574
1118,"x",10051121,2521
1119,"e",10055158,666
1119,"j",10056440,852
1119,"x",10058306,5494
1120,"e",10065267,628
1120,"j",10066547,733
1120,"x",10068233,7405
1121,"e",10077095,893
1121,"j",10078665,740
1121,"x",10080399,3750
1122,"e",10085626,745
1122,"j",10087085,730
1122,"x",10088813,3780
1123,"e",10094069,664
1123,"j",10095423,435
1123,"x",10096804,4390
1124,"e",10102757,605
1124,"j",10104010,513
1124,"x",10105522,3402
1125,"e",10110523,352
1125,"j",10111732,273
1125,"x",10112991,2345
1126,"e",10116849,438
1126,"j",10118025,296
1126,"x",10119280,4146
1127,"e",10124899,843
1127,"j",10126364,2064
1127,"x",10129395,4276
1128,"e",10135310,759
1128,"j",10136712,911
1128,"x",10138619,3670
1129,"e",10143788,828
1129,"j",10145228,851
1129,"x",10147052,4193
1130,"e",10152703,880
1130,"j",10154205,851
1130,"x",10156007,4719
1131,"e",10162237,695
1131,"j",10163607,890
1131,"x",10165463,4553
1132,"e",10171536,423
1132,"j",10172676,1776
1132,"x",10175396,4943
1133,"e",10181896,632
1133,"j",10183277,828
1133,"x",10185077,3342
1134,"e",10189920,865
1134,"j",10191399,714
1134,"x",10193080,3496
1135,"e",10198094,597
1135,"j",10199323,450
1135,"x",10200709,4808
1136,"e",10207041,914
1136,"j",10208569,707
1136,"x",10210319,3761
1137,"e",10215562,360
1137,"j",10216786,871
1137,"x",10218614,3948
1138,"e",10224110,648
1138,"j",10225555,1898
1138,"x",10228428,4078
1139,"e",10233985,634
1139,"j",10235330,632
1139,"x",10236974,3361
1140,"e",10241809,547
1140,"j",10243027,574
1140,"x",10244564,2912
1141,"e",10252162,739
1141,"j",10253550,2315
1141,"x",10256869,2939
1142,"e",10261347,495
1142,"j",10262473,432
1142,"x",10263849,5847
1143,"e",10271167,930
1143,"j",10272742,1584
1143,"x",10275315,4103
1144,"e",10280917,539
1144,"j",10282195,2161
1144,"x",10285279,4184
1145,"e",10291005,733
1145,"j",10292374,1810
1145,"x",10295131,4595
1146,"e",10302627,881
1146,"j",10304169,2361
1146,"x",10307471,4348
1147,"e",10313294,930
1147,"j",10314866,507
1147,"x",10316357,3944
1148,"e",10321813,719
1148,"j",10323167,991
1148,"x",10325114,4585
1149,"e",10331247,563
1149,"j",10332557,569
1149,"x",10334103,2923
1150,"e",10338615,945
1150,"j",10340216,361
1150,"x",10341585,3839
1151,"e",10346967,618
1151,"j",10348213,555
1151,"x",10349795,3468
1152,"e",10354774,954
1152,"j",10356360,674
1152,"x",10358117,3747
1153,"e",10363365,901
1153,"j",10364994,406
1153,"x",10366315,5196
1154,"e",10373006,735
1154,"j",10374408,398
1154,"x",10375802,3838
1155,"e",10381237,596
1155,"j",10382517,1934
1155,"x",10385426,4237
1156,"e",10391182,396
1156,"j",10392294,422
1156,"x",10393735,3919
1157,"e",10399126,701
1157,"j",10400429,2029
1157,"x",10403272,4429
1158,"e",10409207,690
1158,"j",10410584,2612
1158,"x",10414173,2567
1159,"e",10418219,1019
1159,"j",10419619,1419
1159,"x",10421853,3918
1160,"e",10427275,704
1160,"j",10428672,1411
1160,"x",10431121,5844
1161,"e",10438430,367
1161,"j",10439628,372
1161,"x",10441023,3473
1162,"e",10446034,821
1162,"j",10447469,777
1162,"x",10449268,3443
1163,"e",10454155,677
1163,"j",10455278,2087
1163,"x",10458154,3226
1164,"e",10462885,697
1164,"j",10464208,1846
1164,"x",10467021,4144
1165,"e",10472892,509
1165,"j",10474009,747
1165,"x",10475828,3724
1166,"e",10481088,719
1166,"j",10482466,613
1166,"x",10484050,3261
1167,"e",10488769,957
1167,"j",10490416,1069
1167,"x",10492477,3480
1168,"e",10497567,852
1168,"j",10499055,824
1168,"x",10500839,5261
1169,"e",10507697,526
1169,"j",10508856,445
1169,"x",10510266,3180
1170,"e",10514910,549
1170,"j",10516125,2034
1170,"x",10519136,3550
1171,"e",10524146,809
1171,"j",10525796,357
1171,"x",10527111,3615
1172,"e",10532270,562
1172,"j",10533528,1782
1172,"x",10536322,3578
1173,"e",10541401,500
1173,"j",10542627,315
1173,"x",10543900,4222
1174,"e",10549735,597
1174,"j",10550983,378
1174,"x",10552381,2644
1175,"e",10556697,769
1175,"j",10558115,447
1175,"x",10559553,4246
1176,"e",10565348,270
1176,"j",10566407,1523
1176,"x",10568940,4611
1177,"e",10575055,781
1177,"j",10576475,2382
1177,"x",10579835,5278
1178,"e",10586638,485
1178,"j",10587812,3394
1178,"x",10592207,4301
1179,"e",10601553,468
1179,"j",10602641,2430
1179,"x",10606038,3508
1180,"e",10611024,664
1180,"j",10612424,689
1180,"x",10614111,3828
1181,"e",10619394,627
1181,"j",10620693,734
1181,"x",10622399,4285
1182,"e",10628151,540
1182,"j",10629312,1500
1182,"x",10631814,3255
1183,"e",10636576,764
1183,"j",10637999,706
1183,"x",10639711,3631
1184,"e",10644896,683
1184,"j",10646256,525
1184,"x",10647815,2550
1185,"e",10651839,627
1185,"j",10653078,2336
1185,"x",10656387,4329
1186,"e",10662197,683
1186,"j",10663528,714
1186,"x",10665266,3257
1187,"e",10670017,519
1187,"j",10671179,2247
1187,"x",10674404,5196
1188,"e",10681092,746
1188,"j",10682536,769
1188,"x",10684316,2818
1189,"e",10688590,1001
1189,"j",10689546,2887
1189,"x",10693332,3841
1190,"e",10698626,936
1190,"j",10700189,836
1190,"x",10701928,4155
1191,"e",10707599,789
1191,"j",10709036,2056
1191,"x",10712108,4004
1192,"e",10717579,629
1192,"j",10718931,556
1192,"x",10720508,4331
1193,"e",10726350,664
1193,"j",10727662,953
1193,"x",10729596,4470
1194,"e",10735531,703
1194,"j",10736921,892
1194,"x",10738808,3665
1195,"e",10744048,927
1195,"j",10745650,606
1195,"x",10747268,4600
1196,"e",10753476,592
1196,"j",10754682,2456
1196,"x",10758107,3781
1197,"e",10763444,796
1197,"j",10764890,698
1197,"x",10766598,3725
1198,"e",10771895,406
1198,"j",10773086,755
1198,"x",10774832,4001
1199,"e",10780317,991
1199,"j",10781964,889
1199,"x",10783831,3759
1200,"e",10789057,801
1200,"j",10790506,939
1200,"x",10792470,3797
1201,"e",10806716,561
1201,"j",10807989,2408
1201,"x",10811343,3546
1202,"e",10816388,572
1202,"j",10817672,857
1202,"x",10819518,3179
1203,"e",10824213,437
1203,"j",10825351,566
1203,"x",10826909,3407
1204,"e",10831844,471
1204,"j",10833032,1644
1204,"x",10835637,2991
1205,"e",10840150,653
1205,"j",10841576,2327
1205,"x",10844864,3445
1206,"e",10849936,587
1206,"j",10851166,710
1206,"x",10852834,3231
1207,"e",10857643,641
1207,"j",10858933,2500
1207,"x",10862410,2872
1208,"e",10866953,494
1208,"j",10868161,796
1208,"x",10869924,5220
1209,"e",10876819,449
1209,"j",10878124,2160
1209,"x",10881233,3687
1210,"e",10886471,510
1210,"j",10887699,551
1210,"x",10889169,3700
1211,"e",10894422,140
1211,"j",10895396,754
1211,"x",10897128,4787
1212,"e",10903485,426
1212,"j",10904631,804
